protein_id,name,ex_max,em_max,qy,stokes_shift,ext_coeff,brightness,chrom_found,chrom_position,chrom_phi_tyr,chrom_psi_tyr,chrom_chi1_tyr,chrom_ring_planarity,chrom_plddt_mean,chrom_plddt_min,env_n_neighbors,env_n_hydrophobic,env_n_polar,env_n_charged_pos,env_n_charged_neg,env_n_aromatic,env_ratio_hydrophobic,env_ratio_polar,env_net_charge,env_plddt_mean,glob_n_residues,glob_n_atoms,glob_radius_gyration,glob_extent_x,glob_extent_y,glob_extent_z,glob_plddt_mean,glob_plddt_std,glob_plddt_min,glob_frac_plddt_70,glob_frac_plddt_90,seq_freq_A,seq_freq_C,seq_freq_D,seq_freq_E,seq_freq_F,seq_freq_G,seq_freq_H,seq_freq_I,seq_freq_K,seq_freq_L,seq_freq_M,seq_freq_N,seq_freq_P,seq_freq_Q,seq_freq_R,seq_freq_S,seq_freq_T,seq_freq_V,seq_freq_W,seq_freq_Y,seq_frac_hydrophobic,seq_frac_polar,seq_frac_aromatic,seq_length,seq_gravy
meosfp,mEosFP,505,516,0.64,11,67200.0,43.01,1,62.0,15.509269313726874,23.295961223783372,-176.86492165311054,0.0003216527770041687,91.25,87.56,6.0,2.0,3.0,0.0,1.0,1.0,0.3333333333333333,0.5,-1.0,96.13499999999999,226,1820,17.091497173698347,64.047,36.625,51.42100000000001,95.36774336283186,8.956901415148325,38.09000000000001,0.9646017699115044,0.9469026548672567,0.05309734513274336,0.01327433628318584,0.0752212389380531,0.061946902654867256,0.061946902654867256,0.09292035398230089,0.05309734513274336,0.048672566371681415,0.084070796460177,0.061946902654867256,0.035398230088495575,0.048672566371681415,0.048672566371681415,0.017699115044247787,0.04424778761061947,0.035398230088495575,0.05309734513274336,0.05309734513274336,0.008849557522123894,0.048672566371681415,0.37168141592920356,0.2168141592920354,0.17256637168141592,226,-0.6141592920353985
meyfp,mEYFP,515,528,0.62,13,79000.0,48.98,1,39.0,114.19105832597687,1.759008434151362,58.847961152975515,0.0005781232998059753,93.85333333333334,92.5,4.0,1.0,0.0,2.0,1.0,0.0,0.25,0.0,1.0,96.5,239,1907,17.589214375732958,59.342999999999996,45.047,51.703,93.0086610878661,10.2538132454918,44.0,0.9539748953974896,0.8535564853556485,0.03347280334728033,0.008368200836820083,0.07531380753138076,0.06694560669456066,0.05439330543933055,0.09623430962343096,0.03765690376569038,0.0502092050209205,0.08786610878661087,0.08786610878661087,0.02510460251046025,0.05439330543933055,0.04184100418410042,0.03347280334728033,0.02510460251046025,0.03765690376569038,0.058577405857740586,0.07112970711297072,0.0041841004184100415,0.0502092050209205,0.3682008368200837,0.24267782426778242,0.14644351464435146,239,-0.4874476987447702
mgarnet2,mGarnet2,598,671,0.087,73,105000.0,9.13,1,63.0,45.97312263282947,22.687157187966275,172.6908640623963,0.0003545931872512659,87.87666666666667,81.75,4.0,1.0,2.0,0.0,1.0,1.0,0.25,0.5,-1.0,95.37250000000002,227,1769,17.00782420590888,55.312,35.0,51.485,94.36207048458151,9.549146080528805,28.97,0.9647577092511013,0.9030837004405287,0.04405286343612335,0.013215859030837005,0.039647577092511016,0.07048458149779736,0.05286343612334802,0.1277533039647577,0.030837004405286344,0.039647577092511016,0.07048458149779736,0.06167400881057269,0.05726872246696035,0.04405286343612335,0.04405286343612335,0.030837004405286344,0.048458149779735685,0.04405286343612335,0.06167400881057269,0.07488986784140969,0.00881057268722467,0.03524229074889868,0.3832599118942731,0.2290748898678414,0.1277533039647577,227,-0.3964757709251104
mgarnet,mGarnet,598,670,0.09,72,95000.0,8.55,1,63.0,39.87008266892413,28.29754257228551,-178.4965711958349,0.00039503662034021727,90.06333333333333,85.5,5.0,2.0,2.0,0.0,1.0,1.0,0.4,0.4,-1.0,95.736,227,1764,16.948233236665065,52.968,36.45399999999999,50.75,94.33264317180618,9.809229227399532,29.47,0.960352422907489,0.9030837004405287,0.04405286343612335,0.013215859030837005,0.039647577092511016,0.07048458149779736,0.05286343612334802,0.1277533039647577,0.02643171806167401,0.039647577092511016,0.07048458149779736,0.05726872246696035,0.05726872246696035,0.04405286343612335,0.04405286343612335,0.030837004405286344,0.048458149779735685,0.048458149779735685,0.06167400881057269,0.07929515418502203,0.00881057268722467,0.03524229074889868,0.3832599118942731,0.23348017621145375,0.12334801762114538,227,-0.38414096916299584
mgeos-c,mGeos-C,505,516,0.81,11,76967.0,62.34,1,62.0,34.753382797540276,21.471532230715535,-176.0093052196053,0.0001671327484828245,87.88,80.38,5.0,0.0,2.0,2.0,1.0,0.0,0.0,0.4,1.0,95.94800000000001,226,1817,17.189995174336246,55.25,41.078,62.937,95.36238938053098,9.366372185599891,34.81,0.9690265486725663,0.9469026548672567,0.05309734513274336,0.017699115044247787,0.0752212389380531,0.05752212389380531,0.061946902654867256,0.09292035398230089,0.03982300884955752,0.048672566371681415,0.09292035398230089,0.061946902654867256,0.035398230088495575,0.048672566371681415,0.048672566371681415,0.017699115044247787,0.04424778761061947,0.035398230088495575,0.05309734513274336,0.05309734513274336,0.008849557522123894,0.05309734513274336,0.37168141592920356,0.22566371681415928,0.16371681415929204,226,-0.5853982300884961
mgeos-e,mGeos-E,501,513,0.75,12,69630.0,52.22,1,120.0,132.53701515604658,-118.44364592794003,176.727071377,0.0010681369728906336,98.56,98.5,3.0,1.0,2.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,98.37666666666667,226,1820,17.068663950409842,64.453,35.563,51.125,95.05606194690266,9.595500557652779,38.029999999999994,0.9646017699115044,0.9424778761061947,0.05309734513274336,0.01327433628318584,0.0752212389380531,0.061946902654867256,0.061946902654867256,0.09292035398230089,0.03982300884955752,0.048672566371681415,0.09292035398230089,0.061946902654867256,0.035398230088495575,0.048672566371681415,0.048672566371681415,0.017699115044247787,0.04424778761061947,0.035398230088495575,0.05309734513274336,0.05309734513274336,0.008849557522123894,0.05309734513274336,0.37168141592920356,0.22123893805309736,0.16371681415929204,226,-0.6119469026548675
mgeos-f,mGeos-F,504,515,0.85,11,53135.0,45.16,1,62.0,22.220486912336433,18.102986515800968,-175.89277848610587,0.00030443601225038863,84.81333333333333,74.94,6.0,2.0,3.0,0.0,1.0,1.0,0.3333333333333333,0.5,-1.0,94.84499999999998,226,1822,16.98014050396463,55.516,49.234,52.359,95.41995575221239,8.55370015146825,34.25,0.9690265486725663,0.9424778761061947,0.05309734513274336,0.01327433628318584,0.0752212389380531,0.05752212389380531,0.06637168141592921,0.09292035398230089,0.03982300884955752,0.048672566371681415,0.09292035398230089,0.061946902654867256,0.035398230088495575,0.048672566371681415,0.048672566371681415,0.017699115044247787,0.04424778761061947,0.035398230088495575,0.05309734513274336,0.05309734513274336,0.008849557522123894,0.05309734513274336,0.37610619469026546,0.22123893805309736,0.168141592920354,226,-0.5840707964601775
mgeos-l,mGeos-L,501,513,0.72,12,53448.0,38.48,1,120.0,131.49656536347024,-119.32051539794149,176.7236802631984,0.0020509307005229494,98.5,98.44,3.0,1.0,2.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,98.35666666666667,226,1819,17.047374200088527,63.375,36.516000000000005,51.265,94.96061946902654,9.3113557830701,37.84000000000001,0.9646017699115044,0.9292035398230089,0.05309734513274336,0.01327433628318584,0.0752212389380531,0.05752212389380531,0.061946902654867256,0.09292035398230089,0.03982300884955752,0.048672566371681415,0.09292035398230089,0.06637168141592921,0.035398230088495575,0.048672566371681415,0.048672566371681415,0.017699115044247787,0.04424778761061947,0.035398230088495575,0.05309734513274336,0.05309734513274336,0.008849557522123894,0.05309734513274336,0.37610619469026546,0.22123893805309736,0.16371681415929204,226,-0.5796460176991155
mgeos-m,mGeos-M,503,514,0.85,11,51600.0,43.86,1,62.0,34.91942821970365,18.525845872342156,-175.5201509183096,0.000258551977126877,88.75,82.06,6.0,2.0,3.0,0.0,1.0,1.0,0.3333333333333333,0.5,-1.0,95.54166666666667,226,1819,17.19635732234205,55.594,47.468999999999994,59.75,95.48176991150443,8.707406899904852,35.31,0.9690265486725663,0.9424778761061947,0.05309734513274336,0.01327433628318584,0.0752212389380531,0.05752212389380531,0.061946902654867256,0.09292035398230089,0.03982300884955752,0.048672566371681415,0.09292035398230089,0.061946902654867256,0.03982300884955752,0.048672566371681415,0.048672566371681415,0.017699115044247787,0.04424778761061947,0.035398230088495575,0.05309734513274336,0.05309734513274336,0.008849557522123894,0.05309734513274336,0.37610619469026546,0.22123893805309736,0.16371681415929204,226,-0.5880530973451331
mgeos-s,mGeos-S,501,512,0.76,11,64602.0,49.1,1,62.0,23.250466408498543,20.22325830209237,-176.8462094852436,0.0003611419900964898,85.71,80.31,5.0,0.0,2.0,2.0,1.0,0.0,0.0,0.4,1.0,95.272,226,1817,17.085227239652,62.687,36.5,51.39,95.06123893805311,8.829181717037324,39.65999999999999,0.9646017699115044,0.9336283185840708,0.05309734513274336,0.01327433628318584,0.0752212389380531,0.05752212389380531,0.061946902654867256,0.09292035398230089,0.03982300884955752,0.048672566371681415,0.09292035398230089,0.061946902654867256,0.035398230088495575,0.048672566371681415,0.048672566371681415,0.017699115044247787,0.04424778761061947,0.03982300884955752,0.05309734513274336,0.05309734513274336,0.008849557522123894,0.05309734513274336,0.37168141592920356,0.22566371681415928,0.16371681415929204,226,-0.6000000000000003
mgfpmut3,mGFPmut3,500,513,0.39,13,89400.0,34.87,1,38.0,114.56522779917492,1.1239126013101977,59.6283136530139,0.001264780720945603,95.39333333333333,94.56000000000002,4.0,1.0,0.0,2.0,1.0,0.0,0.25,0.0,1.0,97.33,238,1896,17.60413637520023,52.016000000000005,43.172,60.781,94.8685294117647,8.34222165391717,47.84,0.9621848739495799,0.9159663865546218,0.03361344537815126,0.008403361344537815,0.07563025210084033,0.06722689075630252,0.0546218487394958,0.09663865546218488,0.04201680672268908,0.05042016806722689,0.08823529411764706,0.07983193277310924,0.025210084033613446,0.0546218487394958,0.04201680672268908,0.03361344537815126,0.025210084033613446,0.037815126050420166,0.06302521008403361,0.07142857142857142,0.004201680672268907,0.046218487394957986,0.36134453781512604,0.24369747899159663,0.14705882352941177,238,-0.5323529411764708
mginger1,mGinger1,587,637,0.02,50,58000.0,1.16,1,61.0,27.823955290012307,29.235310135739216,-175.52609419642837,0.0005439872980098914,87.16666666666667,76.88,5.0,1.0,3.0,0.0,1.0,0.0,0.2,0.6,-1.0,96.488,219,1744,16.43486197315975,47.265,31.602,48.70399999999999,96.42132420091325,4.376182379551232,60.78,0.9908675799086758,0.9680365296803652,0.0502283105022831,0.0319634703196347,0.0547945205479452,0.0776255707762557,0.0502283105022831,0.0821917808219178,0.0547945205479452,0.0319634703196347,0.0639269406392694,0.0593607305936073,0.0365296803652968,0.0319634703196347,0.0593607305936073,0.0182648401826484,0.0410958904109589,0.0593607305936073,0.0821917808219178,0.0502283105022831,0.0091324200913242,0.0547945205479452,0.3470319634703196,0.2785388127853881,0.1689497716894977,219,-0.6004566210045664
mginger2,mGinger2,578,631,0.04,53,36000.0,1.44,1,61.0,20.93919366275859,29.12268917319097,-173.1922505944679,0.0003407500410117729,89.0,80.06,5.0,1.0,3.0,0.0,1.0,0.0,0.2,0.6,-1.0,96.624,219,1743,16.438423885446504,50.233999999999995,36.391,48.812,96.25643835616437,4.484060059882032,61.16,0.9908675799086758,0.9497716894977168,0.0502283105022831,0.0319634703196347,0.0547945205479452,0.0776255707762557,0.0502283105022831,0.0821917808219178,0.0547945205479452,0.0319634703196347,0.0547945205479452,0.0593607305936073,0.0365296803652968,0.0319634703196347,0.0593607305936073,0.0182648401826484,0.0502283105022831,0.0593607305936073,0.0821917808219178,0.0547945205479452,0.0091324200913242,0.0502283105022831,0.3515981735159817,0.273972602739726,0.1643835616438356,219,-0.5808219178082192
mgold2s,mGold2s,517,529,0.69,12,131000.0,90.39,1,39.0,114.04141068964135,2.5400302426221857,59.44685424741004,0.0013196086724201108,95.33333333333333,94.25,4.0,1.0,0.0,2.0,1.0,0.0,0.25,0.0,1.0,97.1875,239,1896,17.59303775622194,52.75,47.031,59.922,94.44924686192469,9.701244251051362,42.06,0.9581589958158996,0.9037656903765691,0.03765690376569038,0.012552301255230125,0.06694560669456066,0.07112970711297072,0.05439330543933055,0.100418410041841,0.03347280334728033,0.0502092050209205,0.07531380753138076,0.09205020920502092,0.02092050209205021,0.058577405857740586,0.04184100418410042,0.03347280334728033,0.03347280334728033,0.03765690376569038,0.058577405857740586,0.07112970711297072,0.0041841004184100415,0.04602510460251046,0.3723849372384937,0.24686192468619247,0.13807531380753138,239,-0.43305439330543954
mgold2t,mGold2t,515,527,0.7,12,126000.0,88.2,1,39.0,114.24823169811977,1.9157550313536755,58.367272482482015,0.0011295256026555667,95.89666666666666,94.88,4.0,1.0,0.0,2.0,1.0,0.0,0.25,0.0,1.0,97.67,239,1897,17.663459922365696,53.062,46.703,61.047000000000004,94.61690376569035,9.992547287453496,41.84,0.9581589958158996,0.9163179916317992,0.03765690376569038,0.012552301255230125,0.06694560669456066,0.07112970711297072,0.05439330543933055,0.100418410041841,0.03347280334728033,0.0502092050209205,0.07531380753138076,0.09205020920502092,0.02092050209205021,0.058577405857740586,0.04184100418410042,0.03347280334728033,0.03347280334728033,0.03347280334728033,0.06276150627615062,0.07112970711297072,0.0041841004184100415,0.04602510460251046,0.3723849372384937,0.24686192468619247,0.13807531380753138,239,-0.4326359832635986
mgold,mGold,515,531,0.64,16,107000.0,68.48,1,39.0,115.8416411382188,1.2221411550155556,58.42014082396961,0.002413661581481572,95.29,94.30999999999999,4.0,1.0,0.0,2.0,1.0,0.0,0.25,0.0,1.0,97.3125,239,1898,17.714976043640217,52.922,46.86,62.016000000000005,94.24719665271967,10.323917314192403,42.91,0.9497907949790795,0.9079497907949791,0.03765690376569038,0.008368200836820083,0.07531380753138076,0.06694560669456066,0.0502092050209205,0.100418410041841,0.03765690376569038,0.0502092050209205,0.08786610878661087,0.09205020920502092,0.02092050209205021,0.05439330543933055,0.04184100418410042,0.03347280334728033,0.02510460251046025,0.03765690376569038,0.058577405857740586,0.06694560669456066,0.0041841004184100415,0.0502092050209205,0.36401673640167365,0.24267782426778242,0.14225941422594143,239,-0.5029288702928872
mgrape1,mGrape1,595,625,0.03,30,50000.0,1.5,1,66.0,27.598863942857506,23.210567395001746,-175.30108960120273,0.0003115726880551589,82.48,69.38,5.0,3.0,1.0,0.0,1.0,1.0,0.6,0.2,-1.0,94.55199999999999,225,1790,16.95887182686803,58.172,39.234,50.172,94.92377777777777,9.781862964779686,35.44,0.9644444444444444,0.9288888888888889,0.057777777777777775,0.0,0.06222222222222222,0.09777777777777778,0.044444444444444446,0.10222222222222223,0.022222222222222223,0.035555555555555556,0.09777777777777778,0.06222222222222222,0.04,0.017777777777777778,0.05333333333333334,0.03111111111111111,0.04,0.057777777777777775,0.05333333333333334,0.057777777777777775,0.013333333333333334,0.05333333333333334,0.36444444444444446,0.21333333333333335,0.13333333333333333,225,-0.7111111111111114
mgrape2,mGrape2,605,636,0.03,31,33000.0,0.99,1,71.0,36.07999667853577,25.126501880630784,-172.95234706453607,0.0002381501754206952,82.45666666666666,69.06,5.0,3.0,1.0,0.0,1.0,1.0,0.6,0.2,-1.0,94.426,236,1884,18.604936437921793,60.25,39.562,74.11,92.41499999999999,15.266202659602937,35.81,0.9152542372881356,0.8983050847457628,0.0423728813559322,0.0,0.059322033898305086,0.09745762711864407,0.0423728813559322,0.1059322033898305,0.025423728813559324,0.029661016949152543,0.1059322033898305,0.059322033898305086,0.05084745762711865,0.025423728813559324,0.05508474576271186,0.029661016949152543,0.03389830508474576,0.05084745762711865,0.05084745762711865,0.06779661016949153,0.012711864406779662,0.05508474576271186,0.3601694915254237,0.211864406779661,0.13559322033898305,236,-0.7432203389830513
mgrape3,mGrape3,608,646,0.03,38,40000.0,1.2,1,71.0,33.20170509556942,25.445342232238122,-171.28997780717307,0.00012472338398381827,82.94,71.88,4.0,2.0,1.0,0.0,1.0,0.0,0.5,0.25,-1.0,93.0625,236,1880,18.619928413846768,76.344,38.031000000000006,61.016000000000005,92.45351694915254,14.900823942201733,33.97,0.923728813559322,0.8940677966101694,0.0423728813559322,0.0,0.059322033898305086,0.09745762711864407,0.038135593220338986,0.1059322033898305,0.029661016949152543,0.029661016949152543,0.1059322033898305,0.059322033898305086,0.05508474576271186,0.025423728813559324,0.05508474576271186,0.029661016949152543,0.029661016949152543,0.05084745762711865,0.05508474576271186,0.0635593220338983,0.012711864406779662,0.05508474576271186,0.3559322033898305,0.21610169491525424,0.13559322033898305,236,-0.7622881355932207
mgreenlantern,mGreenLantern,503,514,0.72,11,101800.0,73.3,1,66.0,94.02652315116701,1.2518274927312525,79.23283721134216,0.00011598611544515021,82.39666666666666,74.19,5.0,3.0,1.0,1.0,0.0,0.0,0.6,0.2,1.0,94.362,239,1890,17.622391290326547,49.922,50.0,47.781,93.49995815899582,9.981140814795497,41.59,0.9581589958158996,0.8744769874476988,0.04184100418410042,0.008368200836820083,0.0794979079497908,0.06276150627615062,0.04602510460251046,0.09623430962343096,0.04602510460251046,0.04184100418410042,0.09623430962343096,0.0794979079497908,0.02092050209205021,0.0502092050209205,0.04184100418410042,0.029288702928870293,0.03347280334728033,0.03347280334728033,0.07112970711297072,0.0794979079497908,0.0041841004184100415,0.03765690376569038,0.35564853556485354,0.2301255230125523,0.13389121338912133,239,-0.5949790794979081
mhoneydew,mHoneydew,487,562,0.12,75,17000.0,2.04,0,,,,,,,,,,,,,,,,,,225,1784,16.961032307049308,58.844,39.953,50.078,94.86342222222221,9.86317331511267,34.66,0.9644444444444444,0.9377777777777778,0.057777777777777775,0.0,0.06222222222222222,0.09333333333333334,0.044444444444444446,0.10666666666666667,0.022222222222222223,0.04,0.09777777777777778,0.05333333333333334,0.044444444444444446,0.017777777777777778,0.05333333333333334,0.03111111111111111,0.04,0.04888888888888889,0.06222222222222222,0.06222222222222222,0.017777777777777778,0.044444444444444446,0.37333333333333335,0.20444444444444446,0.1288888888888889,225,-0.675555555555556
mifp,mIFP,683,704,0.08,21,82000.0,6.56,0,,,,,,,,,,,,,,,,,,320,2460,20.329099400370314,60.891000000000005,42.0,72.875,91.27021875,13.933537764675863,23.699999999999996,0.934375,0.834375,0.084375,0.025,0.040625,0.05625,0.028125,0.06875,0.0375,0.06875,0.0125,0.115625,0.028125,0.040625,0.06875,0.03125,0.08125,0.071875,0.05625,0.0625,0.003125,0.01875,0.459375,0.24375,0.0875,320,-0.028749999999999987
minigfp1,miniGFP1,450,499,0.31,49,16800.0,5.21,0,,,,,,,,,,,,,,,,,,110,890,13.429116703622176,34.594,28.906,46.5,94.40054545454547,10.075555101907302,43.660000000000004,0.9454545454545454,0.9181818181818182,0.03636363636363636,0.0,0.07272727272727272,0.05454545454545454,0.05454545454545454,0.08181818181818182,0.01818181818181818,0.07272727272727272,0.05454545454545454,0.09090909090909091,0.01818181818181818,0.02727272727272727,0.05454545454545454,0.06363636363636363,0.06363636363636363,0.05454545454545454,0.06363636363636363,0.06363636363636363,0.01818181818181818,0.03636363636363636,0.4090909090909091,0.24545454545454545,0.12727272727272726,110,-0.3999999999999999
minigfp2,miniGFP2,450,499,0.32,49,16200.0,5.18,0,,,,,,,,,,,,,,,,,,110,889,13.411342164438759,34.593999999999994,31.311999999999998,48.672,94.34490909090908,10.18730678526911,43.970000000000006,0.9454545454545454,0.9181818181818182,0.03636363636363636,0.0,0.08181818181818182,0.045454545454545456,0.05454545454545454,0.08181818181818182,0.01818181818181818,0.07272727272727272,0.05454545454545454,0.09090909090909091,0.01818181818181818,0.02727272727272727,0.05454545454545454,0.06363636363636363,0.06363636363636363,0.05454545454545454,0.06363636363636363,0.06363636363636363,0.01818181818181818,0.03636363636363636,0.4090909090909091,0.24545454545454545,0.12727272727272726,110,-0.3999999999999999
minisog2,miniSOG2,429,507,,78,,,0,,,,,,,,,,,,,,,,,,106,879,13.137926164670374,35.976,34.797,40.141000000000005,96.23245283018868,6.508809822415983,46.59,0.9811320754716981,0.9528301886792453,0.02830188679245283,0.0,0.07547169811320754,0.07547169811320754,0.0660377358490566,0.05660377358490566,0.009433962264150943,0.09433962264150944,0.05660377358490566,0.09433962264150944,0.009433962264150943,0.03773584905660377,0.05660377358490566,0.07547169811320754,0.08490566037735849,0.04716981132075472,0.05660377358490566,0.03773584905660377,0.009433962264150943,0.02830188679245283,0.39622641509433965,0.24528301886792453,0.11320754716981132,106,-0.59811320754717
minisog,miniSOG,447,501,0.43,54,14100.0,6.06,0,,,,,,,,,,,,,,,,,,106,869,13.109455740774699,34.734,33.789,39.233999999999995,96.17575471698112,6.524687073839966,45.31,0.9811320754716981,0.9528301886792453,0.02830188679245283,0.0,0.07547169811320754,0.07547169811320754,0.05660377358490566,0.07547169811320754,0.009433962264150943,0.08490566037735849,0.05660377358490566,0.10377358490566038,0.018867924528301886,0.03773584905660377,0.04716981132075472,0.08490566037735849,0.07547169811320754,0.03773584905660377,0.05660377358490566,0.03773584905660377,0.009433962264150943,0.02830188679245283,0.3867924528301887,0.24528301886792453,0.10377358490566038,106,-0.5886792452830191
mirfp2,miRFP2,676,706,0.043,30,55600.0,2.39,0,,,,,,,,,,,,,,,,,,313,2408,20.543715785875413,63.5,55.594,63.077999999999996,90.31607028753994,14.753223037311876,27.22,0.9105431309904153,0.8019169329073482,0.07348242811501597,0.022364217252396165,0.04792332268370607,0.06070287539936102,0.02875399361022364,0.08626198083067092,0.04153354632587859,0.06070287539936102,0.009584664536741214,0.134185303514377,0.025559105431309903,0.01597444089456869,0.06389776357827476,0.025559105431309903,0.07667731629392971,0.0670926517571885,0.04792332268370607,0.07987220447284345,0.003194888178913738,0.02875399361022364,0.4696485623003195,0.20766773162939298,0.10223642172523961,313,0.1306709265175719
mirfp670-2,miRFP670-2,643,670,0.136,27,103000.0,14.01,0,,,,,,,,,,,,,,,,,,311,2425,19.68545927740882,57.718999999999994,57.203,60.782,90.16909967845658,12.299450769102474,29.98,0.9228295819935691,0.7684887459807074,0.1189710610932476,0.01929260450160772,0.05144694533762058,0.05787781350482315,0.04180064308681672,0.06430868167202572,0.04501607717041801,0.06752411575562701,0.022508038585209004,0.10289389067524116,0.02572347266881029,0.01607717041800643,0.04823151125401929,0.03536977491961415,0.09646302250803858,0.07717041800643087,0.04180064308681672,0.04180064308681672,0.006430868167202572,0.01929260450160772,0.4533762057877814,0.2090032154340836,0.11254019292604502,311,-0.15466237942122213
mirfp670nano3,miRFP670nano3,645,670,0.185,25,129000.0,23.86,0,,,,,,,,,,,,,,,,,,147,1205,14.05954090329749,40.063,40.562,39.515,93.98428571428572,5.610123381329639,61.91,0.9931972789115646,0.8027210884353742,0.08163265306122448,0.013605442176870748,0.061224489795918366,0.07482993197278912,0.04081632653061224,0.047619047619047616,0.02040816326530612,0.06802721088435375,0.047619047619047616,0.09523809523809523,0.027210884353741496,0.02040816326530612,0.013605442176870748,0.08163265306122448,0.061224489795918366,0.027210884353741496,0.05442176870748299,0.09523809523809523,0.027210884353741496,0.04081632653061224,0.4489795918367347,0.23809523809523808,0.1292517006802721,147,-0.12312925170068026
mirfp670nano,miRFP670nano,645,670,0.108,25,95000.0,10.26,0,,,,,,,,,,,,,,,,,,147,1205,14.027025315686306,40.968,38.25,37.797,92.75319727891157,6.84863042929018,59.59,0.9863945578231292,0.7755102040816326,0.08163265306122448,0.013605442176870748,0.061224489795918366,0.061224489795918366,0.04081632653061224,0.04081632653061224,0.013605442176870748,0.061224489795918366,0.034013605442176874,0.09523809523809523,0.02040816326530612,0.02040816326530612,0.013605442176870748,0.10204081632653061,0.06802721088435375,0.027210884353741496,0.061224489795918366,0.11564625850340136,0.027210884353741496,0.04081632653061224,0.4557823129251701,0.2653061224489796,0.12244897959183673,147,-0.06258503401360534
mirfp670v1,miRFP670v1,644,670,0.116,26,71300.0,8.27,0,,,,,,,,,,,,,,,,,,315,2418,20.224995033426122,59.906,58.203,55.937,89.42577777777778,16.09273827010128,22.75,0.9111111111111111,0.7841269841269841,0.07936507936507936,0.02857142857142857,0.04126984126984127,0.06031746031746032,0.031746031746031744,0.08571428571428572,0.044444444444444446,0.047619047619047616,0.012698412698412698,0.12698412698412698,0.025396825396825397,0.015873015873015872,0.06349206349206349,0.031746031746031744,0.07936507936507936,0.07301587301587302,0.04126984126984127,0.08253968253968254,0.0031746031746031746,0.025396825396825397,0.4603174603174603,0.21587301587301588,0.10476190476190476,315,0.06476190476190478
mirfp670,miRFP670,642,670,0.14,28,87400.0,12.24,0,,,,,,,,,,,,,,,,,,315,2418,19.9256784447172,63.187,43.344,59.453,91.57542857142857,10.702805064322996,31.48,0.9555555555555556,0.7841269841269841,0.07936507936507936,0.031746031746031744,0.04126984126984127,0.06031746031746032,0.031746031746031744,0.08571428571428572,0.044444444444444446,0.047619047619047616,0.012698412698412698,0.12698412698412698,0.025396825396825397,0.015873015873015872,0.06349206349206349,0.031746031746031744,0.07936507936507936,0.06984126984126984,0.04126984126984127,0.08253968253968254,0.0031746031746031746,0.025396825396825397,0.4603174603174603,0.21587301587301588,0.10476190476190476,315,0.07523809523809523
mirfp680,miRFP680,661,680,0.145,19,94000.0,13.63,0,,,,,,,,,,,,,,,,,,316,2431,20.4200776152428,62.875,61.312,51.234,89.1912341772152,14.374246113271745,29.81,0.9177215189873418,0.740506329113924,0.11708860759493671,0.0189873417721519,0.056962025316455694,0.06329113924050633,0.03481012658227848,0.06962025316455696,0.03164556962025317,0.07911392405063292,0.012658227848101266,0.09177215189873418,0.02531645569620253,0.022151898734177215,0.06645569620253164,0.03164556962025317,0.08544303797468354,0.05063291139240506,0.05379746835443038,0.06329113924050633,0.006329113924050633,0.0189873417721519,0.48417721518987344,0.1962025316455696,0.09177215189873418,316,-0.01265822784810126
mirfp682,miRFP682,663,682,0.112,19,91000.0,10.19,0,,,,,,,,,,,,,,,,,,316,2427,20.413066172684623,51.688,62.672,59.516000000000005,89.29522151898735,14.031361041340514,28.97,0.9208860759493671,0.7436708860759493,0.12025316455696203,0.0189873417721519,0.056962025316455694,0.060126582278481014,0.03481012658227848,0.06962025316455696,0.03164556962025317,0.07911392405063292,0.012658227848101266,0.09177215189873418,0.02531645569620253,0.022151898734177215,0.06645569620253164,0.03164556962025317,0.08544303797468354,0.05063291139240506,0.05063291139240506,0.06645569620253164,0.006329113924050633,0.0189873417721519,0.49050632911392406,0.1930379746835443,0.09177215189873418,316,0.019620253164557
mirfp702,miRFP702,673,702,0.081,29,88000.0,7.13,0,,,,,,,,,,,,,,,,,,311,2427,19.60043612114856,61.281000000000006,58.922,55.39,90.17421221864952,11.780856478343303,30.45,0.9356913183279743,0.7556270096463023,0.1189710610932476,0.01607717041800643,0.05144694533762058,0.05787781350482315,0.04180064308681672,0.06430868167202572,0.04501607717041801,0.06752411575562701,0.02572347266881029,0.10289389067524116,0.022508038585209004,0.01607717041800643,0.04823151125401929,0.03536977491961415,0.09646302250803858,0.07717041800643087,0.04180064308681672,0.04501607717041801,0.006430868167202572,0.01929260450160772,0.4533762057877814,0.2057877813504823,0.11254019292604502,311,-0.16784565916398736
mirfp703,miRFP703,674,703,0.086,29,90900.0,7.82,0,,,,,,,,,,,,,,,,,,315,2421,19.900555566016994,60.172,42.984,62.188,91.48003174603174,10.285223072436779,32.78,0.9555555555555556,0.780952380952381,0.07936507936507936,0.02857142857142857,0.04126984126984127,0.06031746031746032,0.031746031746031744,0.08571428571428572,0.044444444444444446,0.050793650793650794,0.012698412698412698,0.13015873015873017,0.025396825396825397,0.015873015873015872,0.06349206349206349,0.031746031746031744,0.07936507936507936,0.06984126984126984,0.0380952380952381,0.08253968253968254,0.0031746031746031746,0.025396825396825397,0.4666666666666667,0.20952380952380953,0.10476190476190476,315,0.09587301587301587
